Disease,Drug,Symptoms,Review,Sentiment,Rating,UsefulCount
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I experienced most of the side effects that my dermatologist told me about, primarily the dry skin portion. I was instructed to avoid chlorine, avoid direct sun light w/o sunscreen, and other things. The dry skin was really the only really not fun part, it was almost like eczema. I had large patches on my arms, and primarily at the corners of my mouth that were extremely painful when cracked. The doctor did recommend some facial moisturizers (Cerave), cleansers(Cerave), and lip balm(Aquaphor) to help in the healing process, which I still use today :)  I was extremely pleased with my results and occasionally had zits after the use but nothing compared to the initial skin. My skin also recovered great!""",Positive,9,8
acne,Ethinyl estradiol / norgestimate,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started TriNessa Lo almost 2 months ago because I want to clear my acne. During the first month I didn&#039;t see any improvement. In fact I think that it even got worse. During the second month my face started clearing up. I am experiencing some side effects but I plan to continue to stay on the pill, hoping that my body will get used to it, and the side effects will fade away. 
My period was very light, and I experienced less cramping than before taking the pill.
Some side effects: I feel depressed during the first week (while I&#039;m on the white pills), and then this goes away, then my breasts get HUGE and hurt a lot. I can not stand moving without wearing bras. The tenderness and pain are awful.""",Negative,7,1
acne,Loestrin 24 Fe,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""This birth control was great for the first year. After about 14 months of being on this I started to get horrible cystic acne. I have tried every face wash, herbal remedies, acne pills..EVERYTHING and it has not cleared up. My face is always red and inflamed when I get a breakout and it is all around my chin (hormonal acne). I am asking to switch at my appointment this week.""",Negative,2,14
acne,Spironolactone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started taking this after having missed four periods. I started taking this on Tuesday and by Thursday I started my period. The horrible cystic acne I was suffering from disappeared and the unwanted hair growth stopped and reversed course. The joint pain I see people commenting on may not be from this pill. Have your physician test your DHEA and prolactin levels through blood work as deficiencies in these areas can cause severe joint pain, fatigue, memory loss, decreased libido and hair loss.""",Negative,9,27
acne,Accutane,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;m eighteen, and I&#039;ve had bad acne for all of my life; constant zits around my mouth, on my chin and forehead, and lots of blackheads on my nose, and my skin type was really frustrating; oily and greasy, yet dry all the time. Wash your face with water as hot as you can stand it for a while, or try steaming it, then slap some of the Lady Soma &quot;Antioxidant Berry Masque&quot;; it&#039;s incredible. 

It will dry on your skin;  then wash it off.  If you have red irritating pimples, you&#039;ll notice a change overnight; and if you use it every night, your skin will rock. The cool thing is, Accutane also shrinks and minimizes the little pocks that zits leave in your face; I used to have them really bad under my eyes, they&#039;re almost non-existant now.""",Negative,8,5
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been suffering from adult acne for over a year and finally plucked up the courage to see the dermatologist for the first time in my life and boy, am I glad I did!  I have been using Epiduo paired with an oral antibiotic (Solodyn) for about 1 1/2 months and my skin already looks better.  I did have the redness on my first application (like a sunburn) and there was a good amount of dryness around my mouth for the first few weeks, but if you stop applying to those dry areas, it gets better. I also experienced some burning - but only in the dry areas. I didn&#039;t really have an initial breakout, just a few little pimples that were NOTHING like the huge cysts that I had been so used to getting.  Another pro - my skin is SO SOFT now.""",Positive,10,27
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I hated it! Did not help my skin whatsoever and I had to get off it within a week due to bad side effects. Epiduo made my skin burn extremely badly whenever I put it on my face, it made my eyes water and almost had me in tears. As well as that, it made my skin super sensitive, it now stings to put moisturiser, foundation or anything on my skin! My skin went super red &amp; flakey. Would definitely not recommend as I&#039;m still experiencing the redness, sensitivity and extreme dryness after being off Epiduo for 4 days.""",Negative,2,5
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Read reviews from others and want to offer some advice on what I have learned and did to use Epiduo.
First, Retin A will make the skin soft and susceptible to damage so do not pick skin as it can rip off layers causing scars. I use a sensitive skin soap such as Cetaphil sensitive skin soap. DO NOT scrub your face which stimulates sebum production. Use your finger tips and be as gentle as possible washing face AM/PM daily.
When starting retinoids/ Epiduo, apply at night after washing and let face dry 20min. Apply 50/50 with Cetaphil eczema sensitive skin moisturizer. If you skin is red skip a night but I found that this moisturizer will eliminate the redness. 
Apply moisturizer in the AM after washing/softly drying your face. Use sunscreen""",Positive,8,10
acne,Sulfamethoxazole / trimethoprim,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""This is the only antibiotic that really works at clearing up my skin. It doesn&#039;t give me stomach problems like other antibiotics. Another great thing about Bactrim is that there&#039;s no weird restrictions about when/what you can eat when taking it - no &quot;I can&#039;t have a bowl of ice cream because I just took my medication for the night&quot; like when you take minocycline. You also don&#039;t have to worry about being out in the sun while taking it (yeah, I know, tanning is bad). Unfortunately, it is a pretty strong antibiotic, so my dermatologist has cut me off (she thinks it is the cause of a cyst on my lip.""",Positive,9,5
acne,Drospirenone / ethinyl estradiol,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have suffered from acne for years. I&#039;ve tried almost everything and nothing seemed to work so My dermatologist put me on loryna. The good thing about loryna is it did help with my acne. I would still get the Ocassional pimple but my break outs weren&#039;t as bad as they were before. The bad thing about Loryna is it made me gain a lot of weight and gave me horrible mood swings. It made me obsessed with food. I would be extremely hungry throughout the day and get anxious if I didn&#039;t get the chance to eat when I wanted. Also it made me so much more irritable. I would get mad very easily and snap at people. I ended up going off of the pill because although it helped with my acne, the weight gain and mood swings weren&#039;t worth it""",Negative,6,3
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""So I started using this cream on the Tuesday nights and it is Friday now, on the first night using it my skin did sting a bit but it was fairly bearable, the second night I used it all over my face as before and my skin stung so much I had to wash it off and it was still stinging it hurt so much I was close to tears. However I have now learnt to not put the cream too close to the corners of my nose and also not use it all over my face. I would say that my skin has cleared up drastically, I started using the pill on Tuesday as well and honestly my skin has cleared up like overnight and I had loads of tiny red angry spots on my forehead which have virtually disappeared with only a few left (touchwood)""",Negative,7,6
